Block Height,Block Time,Input,Text
819065,2023-11-30 10:52:40 +08:00,3d3ddf03c06c99b5c1a6cb00839d2b0e79e6a53e3ea208736435c271d7feb509:0,"
#: src/guides/collecting/sparrow-wallet.md:13
msgid ""Wallet Setup & Receiving""
msgstr ""钱包设置和接收""

#: src/guides/collecting/sparrow-wallet.md:15
msgid """"
""Download the Sparrow Wallet from the [releases page](https://sparrowwallet.""
""com/download/) for your particular operating system.""
msgstr """"
""根据你的操作系统从 [发布页面](https://sparrowwallet.com/download/) 下载""
""Sparrow钱包。""

#: src/guides/collecting/sparrow-wallet.md:17
msgid ""Select `File -> New Wallet` and create a new wal"
819065,2023-11-30 10:52:40 +08:00,30b623e165267d248c6190f8b05c961fdb6424285d85072a0d709c124970450c:0,"msgid """"
""Once the transaction has confirmed, you can validate and view your ""
""inscription by heading over to the `UTXOs` tab, finding the UTXO you want to ""
""check, right-clicking on the `Output` and selecting `Copy Transaction ""
""Output`. This transaction output id can then be pasted into the [ordinals.""
""com](https://ordinals.com) search.""
msgstr """"
""一旦交易被确认，你可以通过前往`UTXOs`选项卡，找到你想要检查的 UTXO，右键点击 ""
""`Output` 并选择 `Copy Transaction Output` 来验"
819065,2023-11-30 10:52:40 +08:00,012ded999c25e6553dc2d0d522995cfad344bd7366dacf462a7d60be6ee7d13f:0,"msgid """"
""Select `Use 12 Words` and then click `Generate New`. Leave the passphrase ""
""blank.""
msgstr ""选择`Use 12 Words`，然后点击 `Generate New`。密码短语留空。""

#: src/guides/collecting/sparrow-wallet.md:27
msgid ""![](images/wallet_setup_03.png)""
msgstr """"

#: src/guides/collecting/sparrow-wallet.md:29
msgid """"
""A new 12 word BIP39 seed phrase will be generated for you. Write this down ""
""somewhere safe as this is your backup to get access to your wallet. NEVER ""
""share or show this seed phrase t"
819065,2023-11-30 10:52:40 +08:00,66fbe9b79ca5cf5cc195fb4960729d7cf91dc9af070fbd3afa4e06ebef9ca491:0,"
#: src/guides/collecting/sparrow-wallet.md:6
msgid """"
""This guide gives some basic steps on how to create a wallet with [Sparrow ""
""Wallet](https://sparrowwallet.com/) which is compatible with `ord` and can ""
""be later imported into `ord`""
msgstr """"
""本指南提供了一些基本步骤，说明如何使用 [Sparrow Wallet](https://""
""sparrowwallet.com/) 创建一个与`ord`兼容的钱包，稍后可以将其导入到`ord`""

#: src/guides/collecting/sparrow-wallet.md:8
msgid ""⚠️⚠️ Warning!! ⚠️⚠️""
"
819065,2023-11-30 10:52:40 +08:00,2a1df78132f78d2ac114cfb939eda04c986e4ca36fad0998ae2630f1811e00e6:0,"""imported wallet a different name. You can use the `--wallet` parameter in ""
""all `ord` commands to reference a different wallet, eg:""
msgstr """"
""注意，如果你之前已经用 `ord` 创建过一个钱包，那么你已经有一个默认名称的钱包，""
""需要给你导入的钱包取一个不同的名称。你可以在所有的 `ord`命令中使用 `--""
""wallet` 参数来引用不同的钱包，例如：""

#: src/guides/collecting/sparrow-wallet.md:92
msgid ""`ord --wallet ord_from_sparrow wallet restore \""BI"
819065,2023-11-30 10:52:40 +08:00,14ac2b0093126d65cd88eecaf625469be27cbe8e9116b5911b48b44c9ccdeaa4:0,"""(https://p5js.org) 为例：""

#: src/guides/testing.md:55
msgid """"
""```\n""
""ord -r wallet inscribe --fee-rate 1 --file p5.js\n""
""```""
msgstr """"

#: src/guides/testing.md:58
msgid """"
""This should return a `inscription_id` which you can then reference in your ""
""recursive inscription.""
msgstr ""这应该返回一个`inscription_id`，然后您可以在递归铭文中引用它。""

#: src/guides/testing.md:61
msgid """"
""ATTENTION: These ids will be different when inscribing on mainnet or signet, ""
""so be sure to chang"
819065,2023-11-30 10:52:40 +08:00,75ca5c79daa33a397263d42c75ef10a43c7aa9540e7748b97877c096ba307bbd:0,"
#: src/guides/collecting/sparrow-wallet.md:145
msgid """"
""The transaction should have only 1 output, which is the address/label where ""
""you want to send the inscription""
msgstr ""交易应该只有1个输出，这是您想要发送铭文的地址/标签""

#: src/guides/collecting/sparrow-wallet.md:147
msgid """"
""If your transaction looks any different, for example you have multiple ""
""inputs, or multiple outputs then this may not be a safe transfer of your ""
""inscription, and you should abandon sending until you und"
819065,2023-11-30 10:52:40 +08:00,7e85eb8ccac5ea82803215f25182e6cf5e5c331d1c516bb2f3d59b3ee3e14f72:0,"""weeks, the Bitcoin network responds to changes in hashrate by adjusting the ""
""difficulty target which blocks must meet in order to be accepted.""
msgstr """"
""_难度调整_: 每2016个区块，或大约每两周， 比特币网络通过调整区块必须满足的难度""
""目标来响应哈希率的变化。 ""

#: src/overview.md:69
msgid """"
""_Halvings_: Every 210,000 blocks, or roughly every four years, the amount of ""
""new sats created in every block is cut in half.""
msgstr """"
""_减半_: 每21万个区块，或者"
819065,2023-11-30 10:52:40 +08:00,41f1fda2e40e38ced7ba89f6ad7fea0420572c213fc3eec01be808e1ea780510:0,"""imported wallet a different name. You can use the `--wallet` parameter in ""
""all `ord` commands to reference a different wallet, eg:""
msgstr """"
""注意，如果你之前已经用 `ord` 创建过一个钱包，那么你已经有一个默认名称的钱包，""
""需要给你导入的钱包取一个不同的名称。你可以在所有的 `ord`命令中使用 `--""
""wallet` 参数来引用不同的钱包，例如：""

#: src/guides/collecting/sparrow-wallet.md:92
msgid ""`ord --wallet ord_from_sparrow wallet restore \""BI"
819065,2023-11-30 10:52:40 +08:00,864910c2cc00e0dd6331a228e7bd1d0993c0104a9096ceefbbc796e91f1a44b7:0,"""weeks, the Bitcoin network responds to changes in hashrate by adjusting the ""
""difficulty target which blocks must meet in order to be accepted.""
msgstr """"
""_难度调整_: 每2016个区块，或大约每两周， 比特币网络通过调整区块必须满足的难度""
""目标来响应哈希率的变化。 ""

#: src/overview.md:69
msgid """"
""_Halvings_: Every 210,000 blocks, or roughly every four years, the amount of ""
""new sats created in every block is cut in half.""
msgstr """"
""_减半_: 每21万个区块，或者"
819065,2023-11-30 10:52:40 +08:00,c5f6ad63253f3bbffd3925969232d61f800a5f685ebbfd0f7e586632eca6deca:0,"
#: src/guides/inscriptions.md:273
msgid ""Send the inscription by running:""
msgstr ""使用命令格式发送铭文：""

#: src/guides/inscriptions.md:275
msgid """"
""```\n""
""ord wallet send --fee-rate <FEE_RATE> <ADDRESS> <INSCRIPTION_ID>\n""
""```""
msgstr """"

#: src/guides/inscriptions.md:279 src/guides/inscriptions.md:307
msgid ""See the pending transaction with:""
msgstr ""检查未完成交易情况：""

#: src/guides/inscriptions.md:285
msgid """"
""Once the send transaction confirms, the recipient can confirm receipt b"
819065,2023-11-30 10:52:40 +08:00,b5950547866dc621be3be108dfb827685f07732b4e12528814081808a4c1fee8:0,"""weeks, the Bitcoin network responds to changes in hashrate by adjusting the ""
""difficulty target which blocks must meet in order to be accepted.""
msgstr """"
""_难度调整_: 每2016个区块，或大约每两周， 比特币网络通过调整区块必须满足的难度""
""目标来响应哈希率的变化。 ""

#: src/overview.md:69
msgid """"
""_Halvings_: Every 210,000 blocks, or roughly every four years, the amount of ""
""new sats created in every block is cut in half.""
msgstr """"
""_减半_: 每21万个区块，或者"
819065,2023-11-30 10:52:40 +08:00,e12251314895be65bb11c27cb40fd4383b249b9bce16c72cdd4b025d48d6ecf6:0,"""v=rSS0O2KQpsI)""

#: src/introduction.md:50
msgid """"
""[Ordinals Workshop with Rodarmor](https://www.youtube.com/watch?""
""v=MC_haVa6N3I)""
msgstr """"
""[CaseyRodarmor的序数理论工作坊 ](https://www.youtube.com/watch?v=MC_haVa6N3I)""

#: src/introduction.md:51
msgid """"
""[Ordinal Art: Mint Your own NFTs on Bitcoin w/ @rodarmor](https://www.""
""youtube.com/watch?v=j5V33kV3iqo)""
msgstr """"
""[序数艺术：在比特币上铸造你自己的NFT w/ @rodarmor](https://www.youtube.com/""
""watch?v=j5V33kV3iqo)""

#: src/overvi"
819065,2023-11-30 10:52:40 +08:00,061b6b601c2688f8180ff9b9ee80e9ebc40120e698d004dcb0ccdd033d368b7b:0,"""mediawiki) for the technical details, and the [ord repo](https://github.com/""
""ordinals/ord) for the `ord` wallet and block explorer.""
msgstr """"
""关于序数理论的更多信息，请查阅[FAQ](./faq.md) 来获取概述；查阅[BIP](https://""
""github.com/ordinals/ord/blob/master/bip.mediawiki) 来获取技术细节查阅[ord ""
""repo](https://github.com/ordinals/ord)来获取`ord`钱包和浏览器的信息.""

#: src/bounties.md:14
msgid """"
""Satoshi was the original developer of ordinal theory. However, he knew"
819065,2023-11-30 10:52:40 +08:00,1451890b7e392f69c0afc2bf40663ebd5d21a5b824e1673ada89177ea0450a97:0,"""status/1569883266508853251)!""
msgstr """"
""由 [@ordinalsindex](https://twitter.com/rodarmor/status/1569883266508853251)""
""赢得！""

#: src/bounty/2.md:1
msgid ""Ordinal Bounty 2""
msgstr ""赏金任务 2""

#: src/bounty/2.md:7
msgid ""Send an ""
msgstr ""发送一个""

#: src/bounty/2.md:7
msgid ""uncommon""
msgstr ""不普通的""

#: src/bounty/2.md:7
msgid "" sat to the submission address:""
msgstr ""聪到下列地址""

#: src/bounty/2.md:9
msgid ""✅: [347100000000000](https://ordinals.com/sat/347100000000000)""
msgstr """""
819065,2023-11-30 10:52:40 +08:00,38eb6073e70978d2fbc86fbfb05d75e33af4db9f51aadf673b09e82bf007308d:0,"""you should leave `bitcoind` running in the background when you're using ""
""`ord`.""
msgstr """"
""像区块链浏览器[the mempool.space block explorer](https://mempool.space/)一样""
""对区块进行记述. `ord`同`bitcoind`进行交互, 所以你在使用`ord`时候需要让""
""`bitcoind` 在后台运行。""

#: src/guides/inscriptions.md:92
msgid """"
""The blockchain takes about 600GB of disk space. If you have an external ""
""drive you want to store blocks on, use the configuration option ""
""`blocksdir=<external_dri"
819066,2023-11-30 10:57:38 +08:00,e190be0255764276aecf989d729d2b58c58b1ff35b43b835f1965c34fe110a9f:0,"msgstr ""制作铭文需要Bitcoin Core 24 或者更新版本。""

#: src/guides/inscriptions.md:48
#, fuzzy
msgid """"
""This guide does not cover installing Bitcoin Core in detail. Once Bitcoin ""
""Core is installed, you should be able to run `bitcoind -version` ""
""successfully from the command line. Do _NOT_ use `bitcoin-qt`.""
msgstr """"
""本指南不包括如何详细安装 Bitcoin Core；当你成功安装Bitcoin Core以后，你应该可""
""以在命令行使用 `bitcoind -version`命令。""

#: src/guides/inscripti"
819066,2023-11-30 10:57:38 +08:00,81fab6448d5a81367ed142b5979c2666081d05b0956051f903d768308c8d8a33:0,"""mediawiki) for the technical details, and the [ord repo](https://github.com/""
""ordinals/ord) for the `ord` wallet and block explorer.""
msgstr """"
""关于序数理论的更多信息，请查阅[FAQ](./faq.md) 来获取概述；查阅[BIP](https://""
""github.com/ordinals/ord/blob/master/bip.mediawiki) 来获取技术细节查阅[ord ""
""repo](https://github.com/ordinals/ord)来获取`ord`钱包和浏览器的信息.""

#: src/bounties.md:14
msgid """"
""Satoshi was the original developer of ordinal theory. However, he knew"
819066,2023-11-30 10:57:38 +08:00,90fb581871d668a356d2f1cbc4abe57aebada8c1e4cd8d5e58806d294c21606e:0,"""you should leave `bitcoind` running in the background when you're using ""
""`ord`.""
msgstr """"
""像区块链浏览器[the mempool.space block explorer](https://mempool.space/)一样""
""对区块进行记述. `ord`同`bitcoind`进行交互, 所以你在使用`ord`时候需要让""
""`bitcoind` 在后台运行。""

#: src/guides/inscriptions.md:92
msgid """"
""The blockchain takes about 600GB of disk space. If you have an external ""
""drive you want to store blocks on, use the configuration option ""
""`blocksdir=<external_dri"
819066,2023-11-30 10:57:38 +08:00,be4d937807a712bd024a0ea01f90138e934b9ea4d2b03bb9cce53aa40d5f16c0:0,"msgstr """"
""子铭文自己也可以有子铭文，从而形成复杂的层级结构。例如，一位艺术家可能创建一个代表自己的铭文，""
""子铭文代表他们创建的合辑，而那些子铭文的子项就是合辑中的项目。""

#: src/inscriptions/provenance.md:14
msgid ""Specification""
msgstr ""规范""

#: src/inscriptions/provenance.md:16
msgid ""To create a child inscription C with parent inscription P:""
msgstr ""为父系铭文P创建一个子铭文C:""

#: src/inscriptions/provenance.md:18
ms"
819067,2023-11-30 11:00:48 +08:00,bed71dbc044fd5e079ae963e832883e40277e505bca856b89986f3812bf94e98:0,"msgid """"
""Select `Use 12 Words` and then click `Generate New`. Leave the passphrase ""
""blank.""
msgstr ""选择`Use 12 Words`，然后点击 `Generate New`。密码短语留空。""

#: src/guides/collecting/sparrow-wallet.md:27
msgid ""![](images/wallet_setup_03.png)""
msgstr """"

#: src/guides/collecting/sparrow-wallet.md:29
msgid """"
""A new 12 word BIP39 seed phrase will be generated for you. Write this down ""
""somewhere safe as this is your backup to get access to your wallet. NEVER ""
""share or show this seed phrase t"
819068,2023-11-30 11:04:40 +08:00,ff346b193fd723868b521dc3e4a06e527efbffec0b230f68857f1863733d82ad:0,"""`ord` is [raphjaph](https://github.com/raphjaph/). Raph's work on `ord` is ""
""entirely funded by donations. If you can, please consider donating!""
msgstr """"
""Ordinals序数是开源的，由社区资助的项目。目前`ord`的首席维护者是[raphjaph]""
""(https://github.com/raphjaph/).Raph在 `ord` 上的维护工作全部由捐赠的资金完""
""成。你如果可以的话，请考虑捐赠！""

#: src/donate.md:8
msgid """"
""The donation address for Bitcoin is ""
""[bc1q8kt9pyd6r27k2840l8g5d7zshz3cg9v6rfda0m248lv"
819068,2023-11-30 11:04:40 +08:00,45e313ae869c3ff3c96c66b5bf47f3707ea1a472d99a22d752d5b18dc19e5ac4:0,"""immediately.""
msgstr ""目前，ord 重启速度较慢，因此站点不会立即恢复在线。""

#: src/guides/reindexing.md:4
msgid """"
""Sometimes the `ord` database must be reindexed, which means deleting the ""
""database and restarting the indexing process with either `ord index update` ""
""or `ord server`. Reasons to reindex are:""
msgstr """"
""有时必须重新索引‘ord’数据库，这意味着删除数据库并使用 `ord index update`或""
""`ord server`来重新索引数据库。重新索引的原因是："""
819068,2023-11-30 11:04:40 +08:00,ff065035b6b3fed56d2719971560c02b722d77904b975f2fc6cc950686e954f7:0,"""content.""
msgstr """"
""铭文无法引用链下内容。因为内容不会丢失，这使得铭文更加持久，也使得铭文创作者""
""必须支付与内容大小成比例的费用。""

#: src/faq.md:148
msgid """"
""Some Ethereum NFT content is on-chain, but much is off-chain, and is stored ""
""on platforms like IPFS or Arweave, or on traditional, fully centralized web ""
""servers. Content on IPFS is not guaranteed to continue to be available, and ""
""some NFT content stored on IPFS has already been lost. Platforms "
819069,2023-11-30 11:08:57 +08:00,8f6e442047ac17431290c0eb1b9fce3c98cf5db8058b8504b3f3716a0f0a20a4:0,"first name:MANDELYN
last name:BUHIAN
Middle name:GAAS

电话：09271544989

生日： 1989-12-22
地址：P-5, MOLATUHAN ALTO
城市:ALORAN
邮编7206
洲:MISAMIS OCCIDENTAL"
819069,2023-11-30 11:08:57 +08:00,b7f5be71fc04a28a4863fff3b3abc03fa97232b1758008c37e6698b0f1afee6b:0,"""term before.""
msgstr """"
""\""数字文物\""（数字工件，数字人工制品）这些词具有很强的暗示性，即使对以前从未""
""听说过这个词的人来说也是如此相比之下，NFT是一个首字母缩略词，如果你以前没有听""
""过这个术语，它就无法说明它的意思。""

#: src/faq.md:116
msgid """"
""Additionally, \""NFT\"" feels like financial terminology, and the both word ""
""\""fungible\"" and sense of the word \""token\"" as used in \""NFT\"" is uncommon ""
""outside of financial con"
819069,2023-11-30 11:08:57 +08:00,f4c1bcceb84ee87cf955b410af2bbe4753b194e4f201646695b2f6f63b81e003:0,"""content.""
msgstr """"
""铭文无法引用链下内容。因为内容不会丢失，这使得铭文更加持久，也使得铭文创作者""
""必须支付与内容大小成比例的费用。""

#: src/faq.md:148
msgid """"
""Some Ethereum NFT content is on-chain, but much is off-chain, and is stored ""
""on platforms like IPFS or Arweave, or on traditional, fully centralized web ""
""servers. Content on IPFS is not guaranteed to continue to be available, and ""
""some NFT content stored on IPFS has already been lost. Platforms "
819069,2023-11-30 11:08:57 +08:00,af7d5470e7467ac75f566a9a5d1b44eb2317faf4c9360e6846d61848d0706c28:0,"""除。""

#: src/faq.md:133
msgid """"
""In order to make sure that a particular Ethereum NFT is immutable, the ""
""contract code must be audited, which requires detailed knowledge of the EVM ""
""and Solidity semantics.""
msgstr """"
""为了确保特定的以太坊 NFT 是不可变的，必须审计合约代码，这需要详细了解 EVM 和 ""
""Solidity 语义。""

#: src/faq.md:137
msgid """"
""It is very hard for a non-technical user to determine whether or not a given ""
""Ethereum NFT is mutable or immutable, and Ethereum "
819069,2023-11-30 11:08:57 +08:00,e231874103a030b66c47d71c88575b4c775f6cea034f0d6937690e3cb22adc51:0,"""Satoshis live in outputs, but transactions destroy outputs and create new ""
""ones, so ordinal theory uses an algorithm to determine how satoshis hop from ""
""the inputs of a transaction to its outputs.""
msgstr """"
""聪存在于输出中，但交易会破坏输出并创建新的输出，因此序数理论使用一种算法来确""
""定聪如何从交易的输入跳到其输出""

#: src/faq.md:43
msgid ""Fortunately, that algorithm is very simple.""
msgstr ""幸运的是，这个算法非常简单。""

#: src/faq.md:45
ms"
819069,2023-11-30 11:08:57 +08:00,2118b51e14f141a4547f56138faebbae710a2197e2dc392d665c1c97cada7959:0,"""mediawiki) for the technical details, and the [ord repo](https://github.com/""
""ordinals/ord) for the `ord` wallet and block explorer.""
msgstr """"
""关于序数理论的更多信息，请查阅[FAQ](./faq.md) 来获取概述；查阅[BIP](https://""
""github.com/ordinals/ord/blob/master/bip.mediawiki) 来获取技术细节查阅[ord ""
""repo](https://github.com/ordinals/ord)来获取`ord`钱包和浏览器的信息.""

#: src/bounties.md:14
msgid """"
""Satoshi was the original developer of ordinal theory. However, he knew"
819069,2023-11-30 11:08:57 +08:00,dfc5b8d6927d17a41879e50d02fcfa8d2677c65f7b6850f0ea02dd23bc4d3674:0,"""this:""
msgstr """"
""所以他们作为“费用”去到挖这个区块的矿工那里。[The BIP](https://github.com/""
""ordinals/ord/blob/master/bip.mediawiki) 有更详细的描述,但简而言之，交易支付的""
""费用被视为对Coinbase交易的额外输入，并按照其对应的交易在区块中的顺序进行排""
""序。该区块的Coinbase交易可能是这样的:""

#: src/faq.md:97
msgid """"
""```\n""
""[SUBSIDY] [e f] → [SUBSIDY e f]\n""
""```""
msgstr """"

#: src/faq.md:101
msgid ""Where can I find the nit"
819069,2023-11-30 11:08:57 +08:00,7a95b4bda2a43214ab67f4a20c875fa876cd95f157c029016da6c402886aec82:0,"""minds of fringe ordinal theorists.""
msgstr """"
""其他非常规的应用也是可能的：链下染色硬币,具有密钥轮换的公钥基础设施DNS 的去中""
""心化替代品等等。 不过就目前而言，这样的应用是推测性的，只存在于非主流的序数理""
""论家的脑海中。""

#: src/introduction.md:27
msgid ""For more details on ordinal theory, see the [overview](overview.md).""
msgstr ""有关序数理论的更多详细信息，请参阅 [概述](overview.md).""

#: src/introduction.md:29
"
819069,2023-11-30 11:08:57 +08:00,65bfbbae65541ec2d28932b58bb516acd1c901c4b25efe24c07e3241f09df889:0,"msgid ""Ordinal Theory FAQ""
msgstr ""序数理论常见问题""

#: src/faq.md:4
msgid ""What is ordinal theory?""
msgstr ""什么是序数理论""

#: src/faq.md:7
msgid """"
""Ordinal theory is a protocol for assigning serial numbers to satoshis, the ""
""smallest subdivision of a bitcoin, and tracking those satoshis as they are ""
""spent by transactions.""
msgstr """"
""序数理论是一种为聪（satoshi，以下写作“聪”，比特币的最小单位）分配序列号的协""
""议，并在交易中跟踪这些聪。""

#: s"
819069,2023-11-30 11:08:57 +08:00,b20918b034ab27feacbc0c075bdd2689887545473fa5c8b873ec67b68ca00f9b:0,"""transaction into one that pays fees, we'll remove the second output:""
msgstr """"
""你可能会问交易费用呢？ 好问题！ 让我们想象一下同一笔交易，这次是两个聪的费""
""用。收费交易在输入中发送的聪 多于输出接收的聪，因此为了使我们的交易成为支付费""
""用的交易，我们将删除第二个输出：""

#: src/faq.md:79
msgid """"
""```\n""
""[2] [1] [3] → [4]\n""
""```""
msgstr """"

#: src/faq.md:83
msgid ""The satoshis ""
msgstr ""聪""

#: src/faq.md:83
msgid ""e""
m"
819069,2023-11-30 11:08:57 +08:00,eac689e75b116601869af1a4962f5185cecd28759e55229af5235f232f60b8df:0,"msgstr ""序数理论有什么用？""

#: src/faq.md:23
msgid """"
""Collecting, trading, and scheming. Ordinal theory assigns identities to ""
""individual satoshis, allowing them to be individually tracked and traded, as ""
""curios and for numismatic value.""
msgstr """"
""收集、交易和策划。序数理论将身份分配给单个聪，允许它们作为古玩和钱币价值被单""
""独跟踪和交易。""

#: src/faq.md:27
msgid """"
""Ordinal theory also enables inscriptions, a protocol for attaching arbitrary ""
""content"
819069,2023-11-30 11:08:57 +08:00,387e14880a8be49a90496cfbdd7254156711eb1dfd2a0a5649784cce6bac6c89:0,"                          <li role=""none""><button role=""menuitem"" class=""theme"">
                              <a id=""zh"">中文版</a>
                          </button></li>
                          <li role=""none""><button role=""menuitem"" class=""theme"">
                              <a id=""ja"">日本語版</a>
                          </button></li>
                          <li role=""none""><button role=""menuitem"" class=""theme"">
                              <a id=""ko"">한국어</a>
                          <"
819069,2023-11-30 11:08:57 +08:00,46f26f6ae6395ab2f626887b5adbec57fbedb9c02c69d60dd71ef7713d8be1d4:0,"""What are digital artifacts? Simply put, they are the digital equivalent of ""
""physical artifacts.""
msgstr """"
""什么是数字文物（数字工件、数字人工制品）？ 简而言之，它们是物理人工制品的数字""
""等价物。""

#: src/digital-artifacts.md:21
msgid """"
""For a digital thing to be a digital artifact, it must be like that coin of ""
""yours:""
msgstr ""要使数字化事物成为数字人工制品，它必须像您的那枚硬币：""

#: src/digital-artifacts.md:24
msgid """"
""Digital artifact"
819071,2023-11-30 11:44:19 +08:00,420330e3d68aff9c3baab5b5617ffd5090575e1e75215cd664f2300ae511f34d:0,"
#: src/guides/inscriptions.md:273
msgid ""Send the inscription by running:""
msgstr ""使用命令格式发送铭文：""

#: src/guides/inscriptions.md:275
msgid """"
""```\n""
""ord wallet send --fee-rate <FEE_RATE> <ADDRESS> <INSCRIPTION_ID>\n""
""```""
msgstr """"

#: src/guides/inscriptions.md:279 src/guides/inscriptions.md:307
msgid ""See the pending transaction with:""
msgstr ""检查未完成交易情况：""

#: src/guides/inscriptions.md:285
msgid """"
""Once the send transaction confirms, the recipient can confirm receipt b"
819071,2023-11-30 11:44:19 +08:00,33fa9f058126057090378696264dfcffd16ea783592e01851ef7d68e69139731:0,"""you should leave `bitcoind` running in the background when you're using ""
""`ord`.""
msgstr """"
""像区块链浏览器[the mempool.space block explorer](https://mempool.space/)一样""
""对区块进行记述. `ord`同`bitcoind`进行交互, 所以你在使用`ord`时候需要让""
""`bitcoind` 在后台运行。""

#: src/guides/inscriptions.md:92
msgid """"
""The blockchain takes about 600GB of disk space. If you have an external ""
""drive you want to store blocks on, use the configuration option ""
""`blocksdir=<external_dri"
819071,2023-11-30 11:44:19 +08:00,1bb16a33674a3d3b2f828f34940d026a7e6d2fb5829a9cb585d2d32010668a90:0,"""imported wallet a different name. You can use the `--wallet` parameter in ""
""all `ord` commands to reference a different wallet, eg:""
msgstr """"
""注意，如果你之前已经用 `ord` 创建过一个钱包，那么你已经有一个默认名称的钱包，""
""需要给你导入的钱包取一个不同的名称。你可以在所有的 `ord`命令中使用 `--""
""wallet` 参数来引用不同的钱包，例如：""

#: src/guides/collecting/sparrow-wallet.md:92
msgid ""`ord --wallet ord_from_sparrow wallet restore \""BI"
819071,2023-11-30 11:44:19 +08:00,ded41826dce539ca5179e50ac11336f8cc4457486943e1188947781aca875bdc:0,"
#: src/guides/collecting/sparrow-wallet.md:145
msgid """"
""The transaction should have only 1 output, which is the address/label where ""
""you want to send the inscription""
msgstr ""交易应该只有1个输出，这是您想要发送铭文的地址/标签""

#: src/guides/collecting/sparrow-wallet.md:147
msgid """"
""If your transaction looks any different, for example you have multiple ""
""inputs, or multiple outputs then this may not be a safe transfer of your ""
""inscription, and you should abandon sending until you und"
819071,2023-11-30 11:44:19 +08:00,9fc81a51646242012535e548937bb51c9e88d4be765f64951d4670ad19628df3:0,"""weeks, the Bitcoin network responds to changes in hashrate by adjusting the ""
""difficulty target which blocks must meet in order to be accepted.""
msgstr """"
""_难度调整_: 每2016个区块，或大约每两周， 比特币网络通过调整区块必须满足的难度""
""目标来响应哈希率的变化。 ""

#: src/overview.md:69
msgid """"
""_Halvings_: Every 210,000 blocks, or roughly every four years, the amount of ""
""new sats created in every block is cut in half.""
msgstr """"
""_减半_: 每21万个区块，或者"
819071,2023-11-30 11:44:19 +08:00,f0776471a1acf58f1d7964f84a7ac10ee335ed86ba63b55c1c0a197e92b7a21e:0,"
#: src/guides/collecting/sparrow-wallet.md:37
msgid ""![](images/wallet_setup_05.png)""
msgstr """"

#: src/guides/collecting/sparrow-wallet.md:39
msgid ""Click `Import Keystore`.""
msgstr ""点击 `Import Keystore`.""

#: src/guides/collecting/sparrow-wallet.md:41
msgid ""![](images/wallet_setup_06.png)""
msgstr """"

#: src/guides/collecting/sparrow-wallet.md:43
msgid ""Click `Apply`. Add a password for the wallet if you want to.""
msgstr ""点击 `Apply`。如果你想的话，可以为钱包添加一个密码。""

#: src/gui"
819071,2023-11-30 11:44:19 +08:00,f0d81a87a727e951cdcfc4944b976c844e7b244e01fbb7b1a81705ce15f91523:0,"msgstr ""`普通`: 指所有不是其区块第一个聪的聪""

#: src/overview.md:80
msgid ""`uncommon`: The first sat of each block""
msgstr ""`非普通`: 每个区块的第一个聪""

#: src/overview.md:81
msgid ""`rare`: The first sat of each difficulty adjustment period""
msgstr ""`罕见`: 每一个难度调整周期的第一个聪""

#: src/overview.md:82
msgid ""`epic`: The first sat of each halving epoch""
msgstr ""`史诗`: 每个减半周期的第一个聪h""

#: src/overview.md:83
msgid ""`legendary`: The first sat"
819071,2023-11-30 11:44:19 +08:00,6cedba17d955b534922bcecd9b2299a646336a3a627dc36b1faf5ab21a9bb626:0,"""Sparrow Wallet.""
msgstr """"
""设置 `ord` 时，你可以使用 `ord wallet restore \""BIP39 SEED PHRASE\""` 命令和你""
""用Sparrow Wallet生成的种子短语，导入你现有的钱包，而不是运行 `ord wallet ""
""create` 来创建一个全新的钱包。""

#: src/guides/collecting/sparrow-wallet.md:85
msgid """"
""There is currently a [bug](https://github.com/ordinals/ord/issues/1589) ""
""which causes an imported wallet to not be automatically rescanned against ""
""the blockchain. To work around this you will ne"
819072,2023-11-30 12:10:03 +08:00,49e0aadae85675f2c3a63afed73aad2abb319eeb01f0a55981d07010075fecd2:0,"
#: src/guides/collecting/sparrow-wallet.md:37
msgid ""![](images/wallet_setup_05.png)""
msgstr """"

#: src/guides/collecting/sparrow-wallet.md:39
msgid ""Click `Import Keystore`.""
msgstr ""点击 `Import Keystore`.""

#: src/guides/collecting/sparrow-wallet.md:41
msgid ""![](images/wallet_setup_06.png)""
msgstr """"

#: src/guides/collecting/sparrow-wallet.md:43
msgid ""Click `Apply`. Add a password for the wallet if you want to.""
msgstr ""点击 `Apply`。如果你想的话，可以为钱包添加一个密码。""

#: src/gui"
819072,2023-11-30 12:10:03 +08:00,3a99004d08993afcb2787a227923abf3a12b31e0486eab5ba563e2d3bfe55e48:0,"""mediawiki) for the technical details, and the [ord repo](https://github.com/""
""ordinals/ord) for the `ord` wallet and block explorer.""
msgstr """"
""关于序数理论的更多信息，请查阅[FAQ](./faq.md) 来获取概述；查阅[BIP](https://""
""github.com/ordinals/ord/blob/master/bip.mediawiki) 来获取技术细节查阅[ord ""
""repo](https://github.com/ordinals/ord)来获取`ord`钱包和浏览器的信息.""

#: src/bounties.md:14
msgid """"
""Satoshi was the original developer of ordinal theory. However, he knew"
